"y","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9-4","x_10-3","x_11-6","x_12-6","x_13-6","x_14-6","x_15-6","x_16-2","x_17-6","x_18-4","x_19-6","x_20-5","x_21-6","x_22","x_23","x_24-6","x_25","x_26","x_27","x_28-1","x_29","x_30","x_31","x_32-2","x_33-3","x_34","x_35","x_36-6","x_37-3","x_38-3","x_39-2","x_40-6","x_41","x_42-4","x_43","x_44","x_45-6","x_46","x_47","x_48","x_49","x_50","x_51-6","x_52-6","x_53","x_54","x_55-5","x_56","x_57","x_58","x_59-6","x_60-4","x_61-6","x_62","x_63","x_64","x_65-5","x_66-3","x_67-1","x_68","x_69-2","x_70","x_71","x_72-5","x_73-2","x_74-1","x_75","x_76-3","x_77","x_78-1","x_79-1","x_80","x_81-6","x_82-3","x_83-2","x_84-6","x_85-3","x_86","x_87","x_88-2","x_89","x_90","x_91","x_92","x_93","x_94","x_95-5","x_96-6","x_97-1","x_98","x_99","x_100","x_101","x_102-6","x_103","x_104","x_105","x_106-6","x_107-6","x_108-4","x_109-3","x_110-6","x_111-5"
18185,5.6,,189167,154.7,88.4,155806,90.7,1402,,,,,,,,,,,,,,6.1,342.9,,156881,270284,38.2,,40361,20865,47931,,,38419,7171,,,,,,4907,,125125,99804,,31013,40352,11020,34533,7127,,,,,,,,268151,,,,72.3857,82.5,286897,,,,183465,,,,,,,,,1.145,,,141.5,,,,,,139.165,82.725,,139.752,50275,63825,-13550,72.3857,990755,,,,8.390697674,12.31069767,6446.8,7337.7,,1153.2703,8.5,5.56,,,,,,
18651,5.5,,192269,155,98,150773,95.9,1317,,,,,,,,,,,,,,6.1,347.6,,154948,270362,39.1,44.8,40540,20571,49183,,,40336,4468,,,,,,4943,,125639,100548,,31314,40579,10910,34604,7861,,,,,,,,268364,,,,73.5162,83.4,282115,,,,176562,,,,,,1.09,,,1.145,126.3,129.7,141.6,,,,,,125.879,80.958,,133.999,51625,63519,-11894,73.5162,991286,,,14.449,8.217031146,12.06703115,6510.8,7394.7,,1163.0938,8.25,5.22,,,,,,
17860,5.5,,193993,155.5,98.4,164976,116,1369,,,,,,,,46.6,,,,,,6,342.3,,160676,270703,38.8,46,39483,21836,49780,78.1,,39885,5483,,,,90.66318,,5066,,125862,101058,,31341,40895,11238,34817,7905,,,,,,,,268595,,,,73.4143,83,294562,,,,204172,,,,,18.86,1.089,,,1.183,126.2,129.7,141.6,,,90.66317749,,,119.239,88.81,5.859,144.157,50901,63806,-12905,73.4143,989178,,,15.215,8.343915344,12.19391534,6553.8,7419.2,,1171.6843,8.25,5.31,,,,,,
17545,5.6,,194712,156.1,104.8,156830,146.6,1327,,4060000,,,,,,43.3,,,,,,5,288.4,,161875,270093,39.1,46.3,42586,20661,48102,82.7,105986,38349,4544,,,,75.83463,,5322,,125994,101665,,31079,40970,11418,35237,7500,,,,,,,,268853,,,,74.0513,83.3,295365,,,,205253,,,,,19.09,1.137,,0.354,1.275,126.4,130.5,141.6,,,75.83462524,,512.705,98.948,86.959,5.836,141.497,51351,64459,-13108,74.0513,992104,,,15.679,8.432674572,12.35267457,6592.1,7376.6,,1180.9031,8.25,5.22,,,,1.3669,,
17726,5.6,,196210,156.4,103.5,164502,143.9,1423,1387,4010000,,,,,,40,,40.3,,,,6.1,354.9,,165577,270316,38.5,46.1,44170,21318,50505,80.6,99293,38648,3370,,,,72.65244,,5561,14.92,126244,103290,,31364,41274,11533,35433,7846,,,,,,,,269108,,1467,,74.5812,83.6,299775,,,,218676,,,,,21.33,1.231,,0.39,1.273,127.4,130.9,142,,,72.6524353,,475.293,87.477,92.213,7.573,148.127,52012,66464,-14452,74.5812,993754,,,15.112,8.427087442,12.34708744,6633.1,7470.9,,1191.1137,8.25,5.24,,,66,1.3752,,
16395,5.3,,196127,156.7,100.1,164599,138,1437,1420,4200000,,,,,,43.9,,38.8,,50,,6.5,381.7,,168274,270198,39,46,44313,22429,51556,87.3,91676,37958,2857,,,,69.19065,,5753,14.83,126602,105325,,31233,41522,11474,35243,7692,,,,,,,,269386,,1491,,75.2056,83.9,303281,1.49,,,215551,,,,,23.5,1.279,,0.369,1.201,128.1,130.9,142.2,,,69.19065094,,476.247,81.417,89.533,6.365,142.28,52114,66087,-13973,75.2056,993128,1.5,,15.624,8.12152231,11.83152231,6677.4,7515.6,,1200.95,8.25,5.27,,,64,1.3656,,
13514,5.5,,196229,157,107,163588,137.5,1453,1437,4340000,187068,44.1,45.6,45.3,47.8,39.2,,39.9,41.5,51.3,48.3,6.1,354.1,6.4,164913,270584,38.7,46.5,44596,20573,51047,83.3,82912,35337,2384,10663,,,69.42779,0.8,5872,14.83,126947,106484,23322,31295,41358,11041,34947,7642,1605,16.1,,,,,,269667,1.5,1424,6.4,75.0578,83.3,300234,1.52,,,225109,,,,,21.17,1.256,,0.356,1.176,128,131.3,142.2,5.65,,69.42778778,2.82,429.791,81.662,93.427,5.813,148.121,51330,66253,-14923,75.0578,997579,1.5,486.42,14.864,8.383355177,12.23335518,6678.3,7495.7,1152,1211.8974,8.25,5.4,6.81,7.47,68,1.3592,7.4806,
15698,5.1,,196215,157.2,112,157310,144.2,1468,1463,4310000,185642,46.1,45.7,44.6,49.5,43.1,,41.5,43.5,50.8,48.1,5.9,349.1,5.3,165620,271017,38.9,45.8,43599,21059,50780,77.6,77195,34216,2856,11034,,,81.1797,0,5913,14.88,127172,106396,23589,31205,41463,11401,35358,7525,1730,16.4,,,,,,269976,1.7,1516,5.3,75.5237,83.5,301541,1.45,,,229050,,,,,20.42,1.227,,0.348,1.201,128,131.2,142.3,5.81,,81.17970276,1.89,433.09,83.338,95.395,6.56,152.054,52521,67329,-14808,75.5237,999982,1.46,485.6498,14.7,7.912295618,11.48229562,6706,7513.9,1163.7,1220.503,8.25,5.22,6.99,7.63,69,1.3693,7.5183,
15540,5.2,,198843,157.7,111.8,165442,128.7,1379,1457,4170000,184419,49.1,47.3,44.4,49.6,40.8,,50.2,40,51.4,47.5,6,356.7,6.2,168582,271911,38.8,45.9,44961,21910,49824,81.8,71380,33625,3482,10611,,,73.61083,0.14,5872,14.94,127536,104490,23934,31535,41710,11504,35907,7808,1751,17.3,,,,,,270284,1.98,1504,6.2,76.0082,83.6,305155,1.45,,,207604,,,,,21.3,1.207,,0.348,1.265,128.3,131.6,142.2,6.27,,73.61083221,2.24,434.026,78.198,84.767,6.815,137.951,52264,68080,-15816,76.0082,1000707,1.46,487.8559,15.128,8.204572175,11.84457218,6744.2,7532,1176.4,1225.2718,8.25,5.3,7.35,8.03,68,1.3658,7.5682,
15237,5.2,,200488,158.2,107.3,165266,130.8,1392,1429,4240000,189505,52.3,51.6,44.7,49.4,42.2,,47.9,44,57.2,47.5,5.8,340.1,6,164965,272455,39.1,46.1,41719,21100,52556,83.8,71182,31697,3418,9851,,,83.65826,0.02,5867,14.99,127890,105035,23723,31945,42264,11311,35807,8369,1690,17.6,,,,,,270581,1.99,1467,6,75.9507,83.2,301294,1.42,,,215654,,,,,21.9,1.202,,0.356,1.323,128.2,131.7,142.3,6.51,,83.65825653,2.56,455.237,84.083,92.398,6.296,151.939,53474,67423,-13949,75.9507,1004411,1.45,491.7546,15.184,8.261889251,11.90188925,6765.8,7530.9,1182.8,1231.3361,8.25,5.24,7.5,8.19,69,1.3697,7.4694,
14714,5.4,,200200,158.7,109.5,170783,111.5,1413,1450,4190000,187923,51.7,53,44.7,49.9,43.7,,44.1,48.5,53.1,48.5,5.8,342.1,5.9,169821,273142,39.1,46.1,44088,21679,52664,81,66798,32530,2335,11196,,,77.97563,0,5775,15.15,127771,104354,23101,32249,42359,11461,35819,8494,1709,17,,,,,,270878,1.76,1472,5.9,76.6062,83.5,308575,1.41,,,199643,,,,,23.97,1.204,,0.384,1.323,128,132.4,142.1,6.74,,77.97563171,3.32,462.455,102.693,87.344,6.365,141.14,54123,68364,-14241,76.6062,1004506,1.44,489.8787,14.972,8.653090436,12.43309044,6799.6,7550.7,1197.1,1242.4219,8.25,5.31,7.62,8.3,70,1.3722,7.4368,
13294,5.4,,201191,159.1,114.2,162332,93.1,1487,1413,4120000,194933,59.4,55.5,48.2,52.8,39.6,,46.6,51,53.2,48.7,5.7,342.7,6,169364,272428,39.1,46.3,43653,22923,50765,82.7,62059,29080,1893,9967,,,64.19595,0.02,5576,15.21,127860,103999,22381,31936,42260,11491,35895,8219,1562,17.6,,,,,,271125,1.49,1557,6,77.0862,83.6,307211,1.42,,,201462,,,,,24.88,1.232,,0.47,1.309,128.2,132.5,142.3,6.91,,64.19595337,2.87,421.844,121.858,88.922,8.155,144.199,53087,69681,-16594,77.0862,1004679,1.45,493.8498,15.392,8.778817414,12.55881741,6834.8,7577.4,1205.8,1253.4371,8.25,5.29,7.71,8.4,72,1.3694,7.5648,
15808,5.3,,202414,159.4,118.7,161592,82.2,1377,1392,4130000,189035,51.9,52.4,46.7,50.8,42.3,,50.1,47.5,55.3,53.1,5.6,335.3,5.7,168090,273827,37.8,46.5,44655,20591,51672,91.9,64936,30269,4829,12583,,,74.20866,0.16,5232,15.4,128298,102692,22095,31846,42173,11371,35718,7572,1675,16.7,,,,,,271360,1.64,1475,5.7,77.2068,83.3,306948,1.42,,,190126,,,,,23.71,1.235,3.45,0.513,1.291,129.1,132.9,142.5,6.87,,74.20866394,3.12,450.986,135.754,83.212,6.276,140.139,52904,69846,-16942,77.2068,1007838,1.45,493.875,14.849,8.338138332,12.04813833,6885.7,7602.3,1215.1,1258.3653,8.25,5.25,7.65,8.35,69,1.3508,7.6179,
16573,5.2,,204273,159.7,118.9,170206,94.7,1545,1358,4210000,196246,54.6,55.1,47.4,51.9,44.4,,45.7,47,55.1,50,5.7,341.8,5,173809,274636,38.7,45.5,46420,21659,54452,109.6,66243,30848,2014,11006,,,69.97417,0,5260,15.4,128298,103057,21747,32105,42247,11077,35547,7869,1514,17.3,,,,,,271585,1.45,1392,5,78.1421,83.9,314283,1.41,,,183950,,,,,25.23,1.236,2.15,0.583,1.28,129.7,133,142.4,6.64,,69.97416687,2.66,461.796,121.43,78.869,7.453,131.835,55077,70131,-15054,78.1421,1010805,1.44,497.4809,15.332,8.232258065,11.87225806,6923.4,7624.7,1227.2,1261.8508,8.25,5.19,7.46,8.18,68,1.3381,7.5143,
16709,5.2,,204965,159.8,118.5,167719,120.4,1445,1412,4170000,200156,54.6,53.5,47.2,50,43.2,,46.3,49.5,57,50.7,5.8,354.2,5.2,175276,274048,39.1,46.9,46071,22310,54339,119.4,70025,30352,1972,11117,,,74.96831,0,5376,15.28,128891,103980,23039,32339,42571,11591,35873,7862,1714,16.8,,,,,,271821,1.57,1489,5.2,78.6905,84,315301,1.43,,,211952,,,,,25.13,1.23,1.89,0.608,1.229,128.5,132.7,142.6,6.83,,74.9683075,3.44,496.327,114.967,88.799,5.734,145.346,56931,70023,-13092,78.6905,1010355,1.44,501.5929,14.916,7.965273312,11.60527331,6963.4,7659.6,1235.8,1264.1463,8.3,5.39,7.66,8.35,69,1.3622,7.5441,
18409,5.1,,203372,159.9,116.8,173671,142.3,1438,1411,4260000,209483,52.9,55.4,46,50.9,41.3,,52,44.5,55.5,52.8,5.9,355.8,5.6,178448,275601,39.3,47.1,48329,22202,54865,98,71632,28514,2428,17882,,,87.69729,0,5614,15.33,129143,104695,23404,32547,42487,11672,36116,7874,1878,16.3,,,,,,272083,1.77,1370,5.6,78.7482,83.6,317937,1.4,,,211290,,,,,22.18,1.205,2.03,0.474,1.212,127.3,132.6,142.6,6.53,,87.69728851,2.49,518.805,97.986,88.951,5.969,146.015,57365,71262,-13897,78.7482,1014520,1.43,505.2223,15.444,7.534336963,11.10433696,6974.8,7664.8,1250.6,1274.0874,8.5,5.51,7.39,8.07,69,1.3494,7.7345,
18589,4.9,,201676,159.9,127.1,168619,136.3,1400,1382,4280000,209930,56.9,58.1,47.6,51.2,43.5,,53.3,49,56.5,53.2,6.2,374.9,5.2,175218,276544,39.3,46.4,46634,21859,54050,77.1,75814,28173,2800,16060,,,75.01231,0,5855,15.4,129464,106101,23803,32301,42460,11864,36354,8197,1851,15.9,,,,,,272342,1.89,1355,5.2,79.2425,83.7,315450,1.4,,,226082,,,,,20.97,1.199,2.25,0.386,1.196,127,131.8,142.4,6.2,,75.01231384,3,455.978,87.534,92.778,6.231,149.492,57500,72137,-14637,79.2425,1018503,1.43,506.5775,14.694,7.137851662,10.56785166,7002.9,7696.4,1263.1,1278.6784,8.5,5.5,7.1,7.79,67,1.3556,7.9119,
19013,5,,204666,160.2,129.9,174738,140.4,1315,1445,4190000,208000,61.7,58.9,48.6,52,41.4,,56.4,51,56.2,51.6,6,366.3,5,179946,276880,39,46.6,47578,22972,56022,76.4,82571,27938,2140,17499,,,75.45429,0.02,6017,15.36,129412,108390,23904,32034,42554,11737,36372,8214,1892,15.6,,,,,,272622,1.73,1486,5,79.634,83.6,319942,1.41,,,222254,,,,,19.7,1.2,2.2,0.385,1.173,127.4,131.5,142.4,6.3,,75.4542923,3.29,467.648,81.557,91.516,6.383,145.11,58289,71658,-13369,79.634,1024800,1.43,508.8189,14.717,7.233567326,10.73356733,7036.7,7720.8,1274.8,1282.8585,8.5,5.56,7.2,7.89,63,1.3725,7.8769,
17322,4.9,,207049,160.4,126.3,179142,134.6,1313,1436,4190000,208531,57,59.8,49.8,49.7,48.1,46.5,51.1,45.5,54.6,53.5,5.5,337.5,4.7,183726,278174,39.1,46.2,51626,22581,59133,80.8,88603,25487,3243,16937,,,73.45813,0.04,6137,15.35,129822,109551,23692,32168,42521,11369,36124,8053,1638,16,,,,,,272912,2.01,1457,4.7,80.3148,83.9,323480,1.37,,,236713,,,,,20.82,1.198,2.19,0.349,1.151,127.2,131.3,142.2,6.58,,73.45812988,2.81,442.346,88.801,96.783,6.529,153.034,59590,73330,-13740,80.3148,1026641,1.41,511.95,14.18,7.065605096,10.4956051,7074,7751.9,1283.2,1288.782,8.5,5.52,7.42,8.09,63,1.3942,7.8289,
18466,4.8,,207643,160.8,127.6,176536,126.5,1332,1421,4320000,206553,57.6,58.9,45.9,52.1,45.2,44.5,50.3,48.5,55.7,53.7,5.4,333.7,4.5,180895,279006,38.8,46.1,48210,22668,58138,79.2,90108,27124,2193,20319,,,78.48298,0,6172,15.42,130010,109403,23830,32135,42746,11589,36262,7583,1722,15.8,,,,,,273237,2.02,1492,4.5,81.0985,84.2,322376,1.37,,,233496,,,,,19.26,1.174,2.49,0.353,1.165,126.9,130.9,142.3,6.42,,78.48297882,2.39,437.188,86.877,93.937,7.769,149.533,58251,73623,-15372,81.0985,1027973,1.41,509.39,15.194,7.090076336,10.45007634,7120.8,7791.8,1291.2,1294.2192,8.5,5.54,7.31,7.94,61,1.3804,7.8023,
20960,4.9,,208298,161.2,130.2,177546,139.2,1442,1414,4250000,202627,58.6,55,50.8,53.1,45.9,46.5,48.5,51.5,54.7,48.3,5.6,349.3,4.1,182232,279122,39.2,46.2,47932,23373,59878,79.1,99625,28377,2138,23339,,,73.89487,0.04,6127,15.5,130019,107221,24145,32887,43099,11663,36405,7838,1687,15.5,,,,,,273553,1.67,1442,4.1,81.8177,84.4,323382,1.36,,,213547,,,,,19.66,1.224,2.88,0.344,1.16,127.2,131.4,142.6,6.69,,73.89486694,2.44,439.454,81.658,88.488,6.988,141.961,58605,74408,-15803,81.8177,1034338,1.41,504.5625,15.765,7.119403932,10.54940393,7159.5,7813.1,1304.1,1301.635,8.5,5.54,7.55,8.18,62,1.3843,7.9562,
23599,4.7,,208064,161.5,123.4,178973,139,1396,1402,4300000,206035,56.6,56.8,51.8,53.4,43,47,48.9,54,53.6,51.4,5.6,348.1,4.7,180579,280513,38.8,45.9,47741,22951,57921,79.7,107799,29496,2287,24378,,,63.80988,0.08,6117,15.54,130179,107146,23934,33120,43185,11408,36359,8139,1826,15.6,,,,,,273852,1.55,1494,4.7,82.55,84.6,322284,1.38,,,221219,,,,,19.95,1.231,3.07,0.348,1.183,127.5,131.6,142.6,6.89,,63.8098793,2.99,479.798,84.794,92.586,6.176,149.478,58765,74641,-15876,82.55,1038267,1.42,506.0057,14.711,6.78596713,10.07596713,7205.1,7849.8,1316.6,1309.3894,8.5,5.5,7.73,8.34,61,1.3775,7.9059,
20052,4.6,,208982,161.7,128.1,191257,112.4,1420,1440,4470000,207099,62.3,56.7,50.7,55,47.2,44.5,52,58,53.5,52.1,5.8,362.9,4.6,184999,279765,38.2,45.8,50827,23554,57755,83.2,110737,31750,1725,20356,,,61.15956,0,6013,15.66,130653,107154,23463,33173,43288,11613,36376,8156,1713,15.4,,,,,,274126,1.62,1437,4.6,83.2814,84.8,328432,1.36,,,202422,,,,,19.8,1.197,3.01,0.369,1.192,127.8,131.9,142.4,6.71,,61.15956116,2.78,467.093,102.746,87.793,6.087,142.901,57657,73588,-15931,83.2814,1040158,1.42,508.604,15.036,6.490359168,9.710359168,7256,7898.6,1324.1,1312.4572,8.5,5.52,7.58,8.2,61,1.3905,7.9037,
18493,4.7,,209379,161.8,136.2,173570,106,1428,1449,4530000,209596,59.4,56.5,51.3,54.6,45,50.5,52.1,53.5,56.2,54.1,5.8,366.4,4.4,184547,280843,39,46.1,49878,24165,58030,92.8,115336,27004,3293,27605,,,83.65215,0,5838,15.76,130679,106618,22073,33204,43344,11599,36444,8108,1687,15.5,,,,,,274372,1.87,1390,4.4,83.5471,84.5,326152,1.35,,,207322,,,,,21.33,1.171,2.35,0.387,1.166,127.9,131.6,142.3,6.49,,83.65215302,3.4,440.912,126.149,91.7,7.317,149.378,58247,75056,-16809,83.5471,1045651,1.41,511.5484,15.421,6.397045883,9.687045883,7297.8,7943,1330.8,1324.7573,8.5,5.5,7.41,8.02,60,1.3872,7.9498,
20273,4.6,,209684,162,128.3,174244,91.2,1316,1494,4650000,218840,61.3,64.5,51.7,54.7,43.8,47.5,53,56.5,54.9,55.2,6.7,430.3,4.4,179540,283117,38.6,46.1,46944,23154,56981,97.1,127976,30121,2421,24992,,,78.39389,0,5544,15.94,130726,105276,21799,33007,42864,11630,35867,7702,1608,16.4,,,,,,274626,2.01,1546,4.4,83.9719,84.4,321150,1.36,,,196870,,,,,20.19,1.131,2.09,0.398,1.12,126.8,131.4,142.4,6.22,,78.39389038,2.71,458.419,131.11,86.667,7.088,144.679,58296,74523,-16227,83.9719,1048267,1.41,512.5663,16.059,6.231116688,9.451116688,7367.5,8015.2,1337.2,1320.044,8.5,5.56,7.14,7.75,55,1.3869,7.8679,
20921,4.6,,209532,162,137.4,181130,101.1,1441,1499,4570000,219995,60.3,61.5,51.3,55.2,46.2,47,53.6,60,49.4,53.7,6.8,434,4.3,187857,285215,39.1,46.4,51217,23639,59389,84.3,143286,31787,2542,22111,,,88.74448,0.04,5542,15.96,130807,105678,21462,33227,43200,11303,35794,7877,1437,16,,,,,,274838,2.05,1520,4.3,84.0422,83.9,329405,1.36,,,187167,,,,,18.33,1.086,2.23,0.36,1.084,125.4,130.7,142.6,6.3,,88.74448395,2.68,462.167,114.768,79.324,7.926,131.76,57456,74184,-16728,84.0422,1055101,1.41,514.0937,14.4,6.040200376,9.260200376,7414.6,8067.2,1346.2,1324.3427,8.5,5.51,7.22,7.82,57,1.4128,7.7818,
22880,4.7,,210792,162,133.8,177078,132.6,1477,1469,4670000,222959,55.4,56.6,51.2,54.8,46.2,49.5,52.1,50,54.9,51.6,6.9,443.5,4.2,187702,286454,38.7,45.5,50978,24180,57751,74.9,159648,32464,2156,26198,,,91.04063,0,5602,15.92,130814,105978,22751,33344,43639,11535,36113,7987,1601,15.9,,,,,,275047,2.08,1510,4.2,84.1094,83.4,328234,1.37,,,214222,,,,,16.72,1.049,2.24,0.336,1.063,125,130.6,143.3,6.21,,91.04062653,2.54,514.279,116.57,91.157,6.206,147.432,57814,76369,-18555,84.1094,1060259,1.42,508.358,14.839,6.076720901,9.366720901,7461.5,8114.2,1362,1332.9034,8.5,5.49,7.15,7.7,55,1.4271,7.7809,
22215,4.3,,213623,162.2,137.2,180941,144.9,1498,1456,4610000,223110,60.9,59.4,52.8,54.9,46.2,47,52.2,56.5,53.6,51.8,6.6,428.4,4.3,184817,288044,38.6,45.2,50983,23226,55973,71.7,173196,31191,3848,36487,,,88.81944,0,5919,16.01,131209,106899,23525,33485,43702,11938,35921,7930,1721,16.1,,,,,,275304,2.17,1566,4.3,84.402,83.2,324427,1.35,,,217921,,,,,16.06,1.017,2.43,0.302,1.067,124.7,130.5,143.4,6.03,,88.81943512,2.52,508.245,93.902,91.716,6.885,151.467,56014,76350,-20336,84.402,1062378,1.41,502.4444,15.001,5.738398999,8.748398999,7499.6,8140.7,1377.1,1360.4563,8.5,5.45,7,7.57,56,1.4409,7.8708,
20673,4.4,,214619,162.6,136.3,180177,143.3,1465,1555,4830000,218126,57.4,60.1,53.7,55.2,46,48,47,50,51.4,54.7,6.3,410.8,3.9,185729,289035,38.9,44.8,51196,23810,58592,69.6,196267,30168,2027,35199,,,78.38832,0,6147,15.91,131325,108116,23845,33397,43887,12147,36366,8126,1849,15.4,,,,,,275564,1.75,1525,3.9,84.9233,83.2,325632,1.36,,,227899,,,,,15.12,1.03,2.14,0.298,1.069,124.9,130.7,143.5,5.88,,78.38832092,2.29,451.121,84.934,94.484,6.69,148.111,55986,76492,-20506,84.9233,1061577,1.42,502.5562,15.521,6.088555347,9.168555347,7544.5,8173.7,1387.1,1363.0809,8.5,5.49,6.87,7.42,58,1.4334,8.2716,
22811,4.5,,216324,162.8,138.2,172478,159.6,1467,1647,4940000,218388,57.2,56.7,52.1,53.9,46.1,46.5,45.5,52,46.2,56,6.2,407.1,4.4,180189,290064,38.6,45.3,44514,24114,59109,72.7,207025,29354,3075,35456,,,73.20014,0.04,6356,15.88,131244,109708,24167,33337,43785,12130,35780,7712,1779,15.9,,,,,,275836,1.51,1584,4.4,84.3698,82.2,319313,1.39,,,228733,,,,,15.35,1.064,2.17,0.275,1.041,125.1,130.5,143.5,5.81,,73.20014191,2.31,481.2,84.777,94.055,7.678,147.938,56145,74911,-18766,84.3698,1061920,1.43,502.4641,16.649,6.122971286,9.272971286,7582.2,8220,1401.2,1373.9423,8.5,5.56,6.76,7.32,58,1.4166,8.1271,
20526,4.5,,214853,163.2,137.2,170354,156,1552,1605,4910000,219748,57.1,55.6,51.1,53,46,47.5,44.2,47,48.3,55.1,6.3,414.3,4,178229,290072,39,44.8,44450,23201,56722,72.7,209787,28981,2217,33738,,,75.85511,0.04,6496,15.95,131329,110803,23606,33839,43966,11426,35408,7643,1644,15.6,,,,,,276115,1.44,1567,4,84.0508,81.4,316493,1.36,,,239944,,,,,14.91,1.064,2.17,0.291,1.029,124.8,130.4,143.8,5.54,,75.85511017,3.36,445.566,91.96,99.016,7.61,156.523,55477,74594,-19117,84.0508,1063935,1.43,499.118,16.378,6.24563591,9.39563591,7614.9,8234.9,1414.3,1380.7209,8.5,5.54,6.61,7.19,60,1.4298,8.2272,
21977,4.5,,213669,163.4,133.1,178989,147.5,1521,1547,4960000,221382,54.6,54.6,51.7,52.8,42,46.5,40.5,48,46.7,53.4,6.2,409.2,3.9,184570,290769,39.2,44.9,51083,22755,57874,66.9,229686,28411,4738,39288,,,76.28635,0.02,6541,16,131390,110900,23804,33757,43900,11602,35898,7462,1671,15.4,,,,,,276418,1.56,1540,3.9,85.7994,82.6,323576,1.37,,,237143,,,,,13.72,1.055,1.85,0.274,1.007,124.9,130.7,143.8,5.57,,76.28634644,3.32,447.502,92.638,97.69,8.205,153.678,55081,75707,-20626,85.7994,1066327,1.43,494.4543,14.255,6.116915423,9.266915423,7655,8261.9,1431.7,1386.6665,8.5,5.55,6.67,7.25,64,1.4452,8.5021,
23748,4.6,,215712,163.5,126.4,180864,141.5,1452,1554,4900000,228207,54.9,54.5,51.4,53,44.1,47,41.1,51.5,48.5,52.1,5.8,384.2,4.1,187384,291101,38.4,44.7,52278,23143,59837,70.9,237668,30703,4749,34273,,,88.17701,0.02,6468,16.07,131986,108790,24172,34453,44584,11845,36050,7906,1635,14.5,,,,,,276714,1.56,1536,4.1,85.5797,82,325541,1.39,,,219461,,,,,14.17,1.026,2.02,0.245,1.024,124.2,130.4,144,5.65,,88.17700958,3.23,461.567,84.994,91.628,7.91,146.804,56324,76107,-19783,85.5797,1070729,1.43,492.6156,14.358,6.026799007,9.246799007,7678.2,8287.5,1447.3,1397.2897,8.49,5.51,6.72,7.32,61,1.4655,8.5681,
26181,4.5,,219465,163.9,119.3,179307,155.5,1452,1551,5020000,235598,55.3,53.3,49,52.4,44.8,49,39.3,52.5,46.1,53.9,5.6,372.7,4,189886,292129,39,44.2,55679,22982,56690,64.5,246839,33999,5533,27987,,,101.40808,0.02,6490,16.1,131999,108770,23836,34405,44907,11368,36287,8234,1610,14.7,,,,,,277003,1.54,1641,4,86.241,82.3,327390,1.38,,,228523,,,,,13.47,1.009,1.91,0.246,1.039,123.8,130.4,144.2,5.64,,101.4080811,2.57,493.465,82.626,95.384,9.362,153.608,58131,77880,-19749,86.241,1073122,1.43,498.5307,15.862,5.986068111,9.136068111,7711.1,8301.2,1464.4,1405.3967,8.12,5.07,6.69,7.33,60,1.4869,8.5017,
23392,4.4,,221150,164.1,126.4,182330,124.2,1604,1610,4970000,234582,51.5,53.2,49.3,51.5,43.2,47.5,38.4,48.5,46.3,52.1,5.7,382.9,3.9,191248,291709,38.7,44.6,56262,22790,57934,62.2,251610,35466,6813,37713,,,123.96147,0.04,6410,16.29,132280,108731,23360,34180,44637,11548,36159,8307,1571,14.7,,,,,,277277,1.24,1698,3.9,86.206,81.8,328001,1.41,,,211178,,,,,15.03,1.019,2.12,0.241,1.022,124,130.9,144.3,5.65,,123.9614716,2.62,492.93,94.019,90.018,7.983,145.603,58424,77912,-19488,86.206,1077679,1.44,496.0448,16.679,5.884230056,8.964230056,7748.7,8335.2,1476.8,1408.4427,7.89,4.83,6.69,7.3,60,1.5346,8.5848,
21143,4.4,,223226,164.4,126.7,178715,119.6,1433,1654,4970000,248234,50.2,50.6,47,50.9,47.1,44.5,37.8,48.5,45.6,51.7,5.2,346.5,3.8,191355,290326,39.7,44.6,55007,23225,60449,65.6,258369,33545,5663,28069,,,109.88135,0.86,6277,16.4,132602,108780,22556,34323,44663,11609,36066,8220,1641,14.1,,,,,,277526,1.44,1614,3.8,86.5085,81.8,328439,1.43,,,216303,,,,,14.46,0.995,1.72,0.249,0.973,123.6,130.8,145.8,5.5,,109.8813477,3.32,454.973,116.532,96.103,7.762,154.368,56989,76867,-19878,86.5085,1077447,1.45,493.6861,15.631,6.006922126,9.086922126,7774.6,8349.6,1490.8,1420.9964,7.75,4.68,6.53,7.13,62,1.5218,8.92,
24253,4.3,7582,224020,164.7,128.9,185997,106.8,1599,1577,5050000,239636,51.8,50.8,45.1,50.2,44.5,47,34,44.5,44,51.4,5.7,387.1,4,191561,288193,38.8,44.4,56846,22303,57257,66.9,260598,37388,4352,29697,,,92.94632,0.76,5912,16.42,133027,107899,21966,34257,44325,11391,35928,7897,1563,14.1,,,,,,277790,1.55,1582,4,86.9117,81.8,328966,1.39,,,193581,,,,,13,0.945,1.85,0.257,0.967,122.8,131.3,145.6,5.46,,92.94631958,2.86,452.223,136.629,87.413,7.001,144.711,56272,77781,-21509,86.9117,1077141,1.44,488.6938,16.943,5.966666667,8.976666667,7808.7,8381.7,1509,1431.2369,7.75,4.63,6.55,7.15,69,1.5452,8.899,
